city_1,city_2,city_3,city_4,city_5,area,rooms,bathroom,parking,floor,animal_1,animal_2,furniture_1,furniture_2,total
0,0,1,0,0,57.0,2,1,0,1,1,0,0,1,1650.0
1,0,0,0,0,240.0,3,3,4,6,1,0,1,0,10000.0
1,0,0,0,0,50.0,1,1,0,0,0,1,0,1,847.0
0,0,1,0,0,120.0,3,2,1,8,1,0,0,1,5256.0
0,1,0,0,0,200.0,3,3,4,2,1,0,0,1,4378.0
1,0,0,0,0,572.0,6,6,4,0,1,0,1,0,10280.0
1,0,0,0,0,145.0,2,2,1,1,1,0,1,0,5514.0
0,0,0,0,1,70.0,2,1,2,1,0,1,0,1,1393.0
0,0,1,0,0,85.0,2,2,1,2,1,0,1,0,12460.0
0,0,0,0,1,140.0,3,2,0,2,0,1,0,1,3242.0
1,0,0,0,0,260.0,4,5,5,6,1,0,0,1,17330.0
1,0,0,0,0,211.0,4,4,4,2,1,0,0,1,6008.0
0,0,0,1,0,58.0,2,1,1,2,1,0,0,1,939.0
0,0,1,0,0,110.0,1,1,2,3,1,0,0,1,6835.0
1,0,0,0,0,72.0,2,2,0,10,1,0,0,1,2410.0
1,0,0,0,0,68.0,1,2,1,5,1,0,0,1,7346.0
0,0,1,0,0,100.0,3,3,2,8,1,0,0,1,3997.0
1,0,0,0,0,240.0,3,2,0,7,1,0,1,0,8744.0
0,0,1,0,0,104.0,3,1,0,6,1,0,0,1,4525.0
0,0,0,1,0,70.0,1,1,1,2,1,0,1,0,1981.0
1,0,0,0,0,67.0,1,1,1,14,1,0,1,0,3625.0
0,0,0,0,1,160.0,4,2,5,0,1,0,1,0,4009.0
1,0,0,0,0,140.0,3,3,5,8,0,1,1,0,10810.0
0,0,0,1,0,38.0,1,1,0,3,0,1,0,1,1151.0
1,0,0,0,0,34.0,1,1,0,12,1,0,0,1,3164.0
1,0,0,0,0,54.0,2,1,0,7,1,0,0,1,2562.0
1,0,0,0,0,54.0,1,1,1,1,0,1,1,0,8592.0
1,0,0,0,0,200.0,3,2,4,0,1,0,0,1,4053.0
1,0,0,0,0,107.0,3,2,2,1,1,0,0,1,4105.0
0,0,1,0,0,70.0,2,2,0,11,1,0,0,1,2526.0
1,0,0,0,0,86.0,2,1,1,5,1,0,0,1,3350.0
0,0,1,0,0,30.0,1,1,1,0,1,0,0,1,1525.0
0,1,0,0,0,108.0,3,2,1,3,1,0,1,0,2945.0
1,0,0,0,0,250.0,4,3,4,0,1,0,0,1,2895.0
1,0,0,0,0,80.0,2,1,0,4,1,0,0,1,3060.0
0,0,1,0,0,73.0,2,1,1,8,1,0,0,1,2137.0
0,1,0,0,0,45.0,1,1,1,3,1,0,0,1,1545.0
1,0,0,0,0,255.0,4,4,0,15,1,0,1,0,8016.0
0,0,0,0,1,217.0,4,3,4,12,1,0,0,1,9901.0
1,0,0,0,0,70.0,1,1,0,2,1,0,0,1,2366.0
1,0,0,0,0,25.0,1,1,0,1,0,1,0,1,897.0
0,1,0,0,0,110.0,3,3,0,1,1,0,0,1,3773.0
1,0,0,0,0,80.0,2,2,1,12,1,0,0,1,11440.0
1,0,0,0,0,260.0,3,5,0,0,1,0,0,1,9770.0
1,0,0,0,0,50.0,2,2,1,10,1,0,0,1,3441.0
0,0,0,1,0,60.0,2,1,1,1,0,1,0,1,1271.0
1,0,0,0,0,400.0,3,6,6,0,1,0,1,0,6973.0
1,0,0,0,0,113.0,2,1,1,4,1,0,0,1,4089.0
1,0,0,0,0,400.0,4,4,6,8,1,0,0,1,13750.0
0,1,0,0,0,64.0,2,2,2,6,1,0,0,1,2783.0
1,0,0,0,0,82.0,2,1,2,10,1,0,1,0,5493.0
1,0,0,0,0,65.0,2,1,3,9,1,0,0,1,3043.0
0,1,0,0,0,128.0,4,3,2,3,1,0,0,1,6557.0
1,0,0,0,0,38.0,1,1,0,1,0,1,0,1,1023.0
0,0,0,1,0,175.0,3,2,0,0,0,1,0,1,2031.0
1,0,0,0,0,107.0,3,3,2,3,1,0,0,1,6575.0
0,0,1,0,0,257.0,4,3,2,3,1,0,1,0,7808.0
1,0,0,0,0,35.0,1,1,1,2,0,1,1,0,3872.0
1,0,0,0,0,463.0,4,7,6,0,1,0,0,1,13450.0
0,0,1,0,0,40.0,2,1,0,7,1,0,0,1,1322.0
0,0,0,0,1,297.0,4,2,3,6,1,0,0,1,4094.0
1,0,0,0,0,137.0,3,3,1,9,1,0,1,0,7120.0
0,0,1,0,0,35.0,1,1,0,10,0,1,0,1,1794.0
0,0,1,0,0,128.0,3,3,1,8,1,0,1,0,4738.0
0,0,0,0,1,59.0,2,1,1,2,1,0,0,1,1527.0
0,0,1,0,0,400.0,4,4,2,0,1,0,0,1,13640.0
0,0,1,0,0,100.0,3,2,1,5,0,1,0,1,5663.0
0,0,1,0,0,50.0,1,1,0,10,1,0,1,0,2994.0
0,1,0,0,0,80.0,2,2,1,5,1,0,1,0,2788.0
0,0,0,0,1,68.0,2,2,2,4,1,0,0,1,2056.0
1,0,0,0,0,32.0,1,1,1,22,1,0,1,0,4442.0
0,0,1,0,0,161.0,3,3,3,14,1,0,0,1,6498.0
1,0,0,0,0,85.0,2,2,0,0,1,0,0,1,1726.0
1,0,0,0,0,100.0,2,2,0,0,1,0,0,1,2812.0
1,0,0,0,0,136.0,3,4,3,7,1,0,0,1,6581.0
1,0,0,0,0,362.0,4,5,2,0,1,0,0,1,7940.0
1,0,0,0,0,276.0,3,3,4,15,1,0,1,0,11830.0
0,0,1,0,0,22.0,1,1,0,2,0,1,0,1,1447.0
0,1,0,0,0,60.0,2,1,0,1,1,0,0,1,1151.0
1,0,0,0,0,500.0,4,7,8,0,1,0,0,1,10560.0
0,1,0,0,0,65.0,1,1,1,3,1,0,0,1,1459.0
1,0,0,0,0,56.0,2,1,1,11,1,0,0,1,2983.0
1,0,0,0,0,35.0,1,1,1,4,0,1,1,0,3186.0
0,1,0,0,0,98.0,3,2,2,4,0,1,0,1,3388.0
1,0,0,0,0,45.0,1,1,0,1,0,1,0,1,995.0
0,1,0,0,0,48.0,2,1,1,2,1,0,0,1,1147.0
0,0,0,1,0,48.0,1,1,1,4,1,0,1,0,2052.0
1,0,0,0,0,114.0,2,3,1,1,1,0,1,0,8168.0
0,0,0,0,1,197.0,4,2,3,3,1,0,0,1,5557.0
0,0,0,0,1,200.0,4,1,2,4,1,0,0,1,3088.0
0,0,0,0,1,110.0,3,2,0,0,1,0,0,1,2541.0
1,0,0,0,0,300.0,2,4,2,0,1,0,0,1,6510.0
0,0,0,0,1,120.0,3,1,1,6,0,1,0,1,3206.0
0,1,0,0,0,40.0,1,1,0,3,1,0,1,0,1516.0
1,0,0,0,0,92.0,2,1,1,7,0,1,1,0,4691.0
1,0,0,0,0,140.0,3,2,2,3,1,0,0,1,7793.0
1,0,0,0,0,244.0,4,3,4,2,1,0,0,1,11550.0
0,1,0,0,0,59.0,2,1,0,3,1,0,0,1,1383.0
0,0,1,0,0,35.0,1,1,0,3,1,0,0,1,832.0
1,0,0,0,0,120.0,3,2,3,16,1,0,0,1,3718.0
1,0,0,0,0,248.0,4,5,4,1,0,1,0,1,11970.0
1,0,0,0,0,63.0,2,2,1,17,1,0,0,1,2522.0
1,0,0,0,0,45.0,1,1,1,8,1,0,0,1,2689.0
1,0,0,0,0,129.0,2,3,2,16,1,0,1,0,3848.0
1,0,0,0,0,300.0,3,3,8,0,1,0,0,1,5146.0
1,0,0,0,0,29.0,1,1,1,4,0,1,1,0,2996.0
0,0,0,0,1,100.0,3,2,1,2,1,0,0,1,2182.0
1,0,0,0,0,153.0,4,3,3,3,1,0,0,1,8770.0
0,0,0,1,0,87.0,2,1,1,4,1,0,0,1,2048.0
1,0,0,0,0,75.0,1,1,2,8,1,0,1,0,8388.0
0,0,1,0,0,300.0,4,4,2,3,1,0,0,1,18350.0
0,1,0,0,0,48.0,1,1,0,4,1,0,0,1,1351.0
0,0,0,1,0,71.0,2,1,1,7,1,0,0,1,1774.0
1,0,0,0,0,84.0,4,1,3,5,0,1,0,1,8795.0
1,0,0,0,0,208.0,3,4,3,0,0,1,0,1,4019.0
1,0,0,0,0,100.0,1,2,1,13,0,1,0,1,7945.0
1,0,0,0,0,84.0,3,2,2,7,1,0,1,0,2839.0
1,0,0,0,0,145.0,4,3,2,1,1,0,0,1,7005.0
1,0,0,0,0,300.0,4,3,2,0,1,0,1,0,16270.0
1,0,0,0,0,65.0,2,2,1,12,0,1,1,0,7307.0
1,0,0,0,0,27.0,1,1,0,0,0,1,0,1,849.0
0,0,1,0,0,102.0,3,2,1,2,1,0,0,1,3408.0
0,0,0,1,0,60.0,2,1,1,1,0,1,1,0,3334.0
0,1,0,0,0,60.0,1,1,0,1,1,0,0,1,1605.0
0,0,1,0,0,50.0,1,1,0,10,1,0,0,1,2161.0
1,0,0,0,0,97.0,3,1,1,10,1,0,0,1,3117.0
1,0,0,0,0,52.0,1,2,1,19,1,0,0,1,6374.0
1,0,0,0,0,373.0,4,4,3,12,1,0,0,1,18830.0
1,0,0,0,0,157.0,4,3,2,0,1,0,0,1,7200.0
0,0,0,1,0,68.0,3,1,1,2,1,0,0,1,1719.0
1,0,0,0,0,172.0,4,4,3,15,1,0,1,0,11450.0
1,0,0,0,0,64.0,2,2,2,25,0,1,0,1,4410.0
0,0,1,0,0,41.0,1,1,0,9,1,0,0,1,2607.0
0,0,1,0,0,106.0,2,2,1,2,1,0,0,1,4083.0
0,0,0,0,1,150.0,4,2,3,1,1,0,1,0,4584.0
0,0,0,0,1,135.0,4,2,2,4,1,0,0,1,4114.0
1,0,0,0,0,350.0,4,6,6,0,1,0,1,0,11110.0
0,0,0,0,1,360.0,3,1,3,0,1,0,0,1,1667.0
1,0,0,0,0,700.0,4,7,8,0,1,0,1,0,17480.0
0,0,1,0,0,100.0,2,2,1,6,1,0,1,0,11800.0
0,0,0,0,1,50.0,1,1,2,4,1,0,0,1,1516.0
1,0,0,0,0,55.0,3,1,1,3,1,0,0,1,1775.0
1,0,0,0,0,215.0,4,4,2,10,0,1,0,1,8861.0
1,0,0,0,0,287.0,3,2,5,0,1,0,0,1,15230.0
1,0,0,0,0,58.0,2,1,1,3,1,0,1,0,1946.0
1,0,0,0,0,90.0,3,2,2,10,1,0,0,1,2771.0
1,0,0,0,0,200.0,3,3,3,0,1,0,0,1,3606.0
1,0,0,0,0,65.0,3,2,1,8,1,0,0,1,2883.0
1,0,0,0,0,820.0,4,6,6,0,1,0,0,1,15150.0
1,0,0,0,0,102.0,2,1,0,3,1,0,0,1,2673.0
0,0,1,0,0,108.0,3,2,2,3,1,0,0,1,7000.0
1,0,0,0,0,86.0,3,2,2,6,1,0,1,0,4143.0
0,0,0,1,0,210.0,6,3,0,0,1,0,0,1,4264.0
0,0,0,0,1,140.0,4,2,2,4,1,0,0,1,5713.0
1,0,0,0,0,220.0,4,4,3,2,1,0,0,1,8100.0
0,0,0,1,0,66.0,2,1,1,0,1,0,0,1,1413.0
1,0,0,0,0,389.0,4,5,6,4,1,0,0,1,14440.0
1,0,0,0,0,80.0,3,3,1,11,0,1,0,1,2681.0
1,0,0,0,0,78.0,2,2,1,1,1,0,0,1,3168.0
1,0,0,0,0,178.0,4,2,5,0,1,0,0,1,6550.0
1,0,0,0,0,47.0,2,1,1,4,1,0,0,1,1784.0
0,0,0,0,1,160.0,4,1,1,0,1,0,0,1,2186.0
1,0,0,0,0,80.0,2,2,2,0,1,0,0,1,1953.0
1,0,0,0,0,144.0,3,3,2,0,1,0,1,0,5185.0
0,0,0,1,0,400.0,5,7,4,5,1,0,0,1,12090.0
0,0,0,0,1,100.0,3,2,1,0,1,0,0,1,15160.0
1,0,0,0,0,48.0,2,1,0,2,1,0,0,1,1345.0
1,0,0,0,0,64.0,3,2,2,16,1,0,0,1,2084.0
0,1,0,0,0,50.0,2,1,0,0,1,0,0,1,911.0
1,0,0,0,0,50.0,1,1,1,11,1,0,1,0,6479.0
1,0,0,0,0,60.0,2,2,1,5,1,0,0,1,2284.0
0,0,1,0,0,180.0,3,2,1,2,1,0,0,1,7239.0
1,0,0,0,0,339.0,3,3,4,0,1,0,0,1,4292.0
0,0,0,1,0,54.0,1,1,1,5,1,0,1,0,3258.0
1,0,0,0,0,420.0,4,6,4,10,1,0,0,1,21020.0
0,0,0,1,0,350.0,4,5,4,0,1,0,0,1,9218.0
1,0,0,0,0,72.0,2,2,2,6,0,1,0,1,4149.0
1,0,0,0,0,50.0,1,1,0,0,0,1,0,1,872.0
1,0,0,0,0,450.0,4,4,4,0,1,0,0,1,12580.0
0,0,1,0,0,60.0,2,1,0,6,0,1,1,0,3830.0
1,0,0,0,0,160.0,2,3,3,0,1,0,0,1,8030.0
0,0,0,0,1,450.0,4,4,5,10,0,1,0,1,17010.0
1,0,0,0,0,265.0,3,4,3,0,1,0,1,0,3993.0
1,0,0,0,0,103.0,3,1,3,2,1,0,0,1,4592.0
1,0,0,0,0,60.0,2,2,1,8,1,0,0,1,2311.0
1,0,0,0,0,136.0,3,3,3,15,1,0,1,0,9941.0
0,0,0,0,1,45.0,2,1,1,5,0,1,0,1,1015.0
1,0,0,0,0,206.0,3,3,4,25,1,0,0,1,15220.0
1,0,0,0,0,229.0,4,2,3,2,1,0,1,0,7079.0
0,0,0,1,0,70.0,1,2,1,2,0,1,0,1,1498.0
1,0,0,0,0,130.0,3,2,0,18,1,0,1,0,6518.0
0,0,0,1,0,87.0,2,1,0,10,1,0,0,1,1611.0
1,0,0,0,0,200.0,4,5,3,7,0,1,0,1,9077.0
0,0,1,0,0,50.0,1,1,1,2,1,0,0,1,1508.0
1,0,0,0,0,120.0,3,2,1,0,1,0,0,1,3541.0
1,0,0,0,0,40.0,1,1,0,1,0,1,0,1,2028.0
1,0,0,0,0,54.0,2,1,1,0,1,0,0,1,2552.0
1,0,0,0,0,48.0,2,1,0,2,1,0,0,1,1468.0
1,0,0,0,0,149.0,3,4,3,7,1,0,1,0,7927.0
1,0,0,0,0,45.0,2,1,1,14,1,0,0,1,1872.0
1,0,0,0,0,76.0,2,2,2,4,0,1,0,1,3664.0
1,0,0,0,0,60.0,2,1,0,3,1,0,0,1,2361.0
1,0,0,0,0,118.0,3,3,2,5,0,1,0,1,11270.0
1,0,0,0,0,200.0,2,3,1,2,0,1,1,0,16090.0
1,0,0,0,0,200.0,2,2,1,0,1,0,0,1,5076.0
1,0,0,0,0,138.0,3,4,2,18,1,0,1,0,12150.0
1,0,0,0,0,53.0,2,1,1,8,1,0,1,0,2166.0
0,1,0,0,0,61.0,1,1,1,13,1,0,1,0,5197.0
1,0,0,0,0,135.0,3,3,2,7,0,1,1,0,5332.0
1,0,0,0,0,50.0,1,1,0,0,0,1,0,1,787.0
1,0,0,0,0,34.0,1,1,1,9,0,1,0,1,2617.0
1,0,0,0,0,218.0,3,3,3,17,0,1,0,1,7126.0
1,0,0,0,0,400.0,3,5,4,20,1,0,1,0,14880.0
0,0,0,0,1,25.0,1,1,1,1,0,1,0,1,642.0
0,1,0,0,0,360.0,5,3,3,0,1,0,0,1,3563.0
1,0,0,0,0,72.0,2,1,1,9,1,0,0,1,4032.0
1,0,0,0,0,45.0,2,1,1,17,1,0,0,1,1955.0
0,0,0,0,1,340.0,3,5,5,0,1,0,0,1,4887.0
1,0,0,0,0,130.0,3,3,2,0,1,0,0,1,3277.0
1,0,0,0,0,72.0,3,2,2,15,1,0,0,1,3900.0
1,0,0,0,0,50.0,1,1,0,0,0,1,0,1,914.0
1,0,0,0,0,100.0,2,2,0,8,0,1,1,0,6213.0
1,0,0,0,0,270.0,3,2,4,21,1,0,0,1,17620.0
0,0,0,0,1,60.0,2,1,1,3,1,0,0,1,1465.0
0,0,0,0,1,700.0,3,3,8,0,1,0,0,1,10970.0
1,0,0,0,0,550.0,4,5,0,1,1,0,0,1,11610.0
0,0,0,0,1,21.0,1,1,1,2,0,1,0,1,1994.0
1,0,0,0,0,55.0,1,2,1,17,1,0,0,1,4726.0
1,0,0,0,0,40.0,1,2,1,28,0,1,1,0,6507.0
0,0,0,0,1,50.0,1,1,1,12,0,1,1,0,2191.0
1,0,0,0,0,52.0,1,1,1,15,1,0,1,0,4941.0
1,0,0,0,0,46.0,2,1,1,6,1,0,0,1,1742.0
0,0,0,0,1,20.0,1,1,1,0,1,0,1,0,1115.0
1,0,0,0,0,50.0,1,1,0,0,1,0,0,1,1125.0
0,0,1,0,0,49.0,1,2,1,10,1,0,0,1,3325.0
0,1,0,0,0,440.0,3,2,3,6,0,1,0,1,10840.0
0,1,0,0,0,59.0,2,1,1,2,1,0,0,1,1358.0
0,0,0,0,1,150.0,4,1,3,1,1,0,0,1,2338.0
1,0,0,0,0,100.0,3,2,0,7,1,0,0,1,2928.0
1,0,0,0,0,72.0,2,2,1,4,1,0,0,1,3034.0
1,0,0,0,0,500.0,7,7,8,0,0,1,1,0,10800.0
1,0,0,0,0,264.0,3,5,0,0,1,0,0,1,6579.0
1,0,0,0,0,76.0,2,2,2,14,1,0,0,1,6778.0
1,0,0,0,0,16.0,1,1,0,1,0,1,0,1,882.0
1,0,0,0,0,198.0,3,2,2,8,1,0,0,1,5026.0
1,0,0,0,0,190.0,3,2,1,3,1,0,0,1,5751.0
1,0,0,0,0,210.0,4,4,4,4,0,1,0,1,15980.0
0,0,0,1,0,233.0,3,1,1,0,1,0,0,1,2980.0
1,0,0,0,0,180.0,3,2,2,0,1,0,0,1,11320.0
0,0,0,0,1,1020.0,5,4,6,0,1,0,1,0,7281.0
1,0,0,0,0,320.0,3,3,2,0,1,0,0,1,7909.0
1,0,0,0,0,116.0,3,2,2,5,1,0,0,1,6251.0
1,0,0,0,0,128.0,2,1,1,9,1,0,1,0,9817.0
0,0,0,1,0,42.0,2,1,1,4,1,0,0,1,1224.0
1,0,0,0,0,70.0,2,1,1,6,1,0,0,1,4554.0
1,0,0,0,0,320.0,3,4,4,7,1,0,1,0,20290.0
0,0,0,1,0,77.0,2,2,1,9,1,0,0,1,2012.0
1,0,0,0,0,208.0,3,3,3,4,1,0,1,0,18880.0
1,0,0,0,0,115.0,3,3,3,0,1,0,0,1,2508.0
0,1,0,0,0,60.0,2,1,1,1,1,0,1,0,1744.0
0,1,0,0,0,50.0,1,1,0,1,1,0,0,1,1291.0
1,0,0,0,0,108.0,2,4,2,7,1,0,0,1,6369.0
1,0,0,0,0,64.0,2,2,1,7,0,1,0,1,8497.0
1,0,0,0,0,178.0,3,2,1,0,1,0,1,0,3683.0
0,1,0,0,0,53.0,1,1,0,2,1,0,1,0,1784.0
0,0,1,0,0,118.0,3,2,0,2,1,0,0,1,3125.0
0,0,0,1,0,65.0,2,1,1,3,1,0,0,1,1739.0
0,0,1,0,0,180.0,3,3,2,6,1,0,0,1,9566.0
0,0,0,1,0,348.0,3,3,3,0,1,0,0,1,5323.0
1,0,0,0,0,150.0,3,3,1,3,0,1,0,1,7271.0
0,1,0,0,0,45.0,1,1,0,6,1,0,0,1,1038.0
1,0,0,0,0,37.0,1,1,1,3,0,1,1,0,3840.0
1,0,0,0,0,540.0,4,4,6,0,1,0,0,1,6841.0
0,0,0,0,1,521.0,5,2,3,0,1,0,0,1,10910.0
0,0,0,1,0,147.0,4,3,3,8,1,0,0,1,6745.0
0,0,1,0,0,130.0,3,2,1,8,1,0,0,1,4983.0
1,0,0,0,0,190.0,3,2,1,0,1,0,0,1,3756.0
0,0,1,0,0,28.0,1,1,0,16,1,0,0,1,1939.0
1,0,0,0,0,160.0,3,3,3,0,0,1,0,1,7975.0
0,0,1,0,0,310.0,3,2,0,5,1,0,0,1,8363.0
1,0,0,0,0,530.0,4,5,6,0,0,1,0,1,13200.0
1,0,0,0,0,59.0,2,1,1,9,1,0,1,0,2017.0
1,0,0,0,0,800.0,5,4,8,0,1,0,0,1,16660.0
1,0,0,0,0,77.0,2,1,0,3,1,0,0,1,2673.0
1,0,0,0,0,160.0,3,2,1,6,1,0,0,1,6355.0
1,0,0,0,0,47.0,1,1,1,15,1,0,0,1,2353.0
0,0,0,0,1,52.0,2,1,1,1,1,0,0,1,1174.0
1,0,0,0,0,60.0,1,2,1,2,1,0,0,1,5318.0
0,0,1,0,0,120.0,3,3,2,9,1,0,0,1,4289.0
0,0,0,0,1,55.0,2,1,0,2,0,1,0,1,912.0
0,0,0,1,0,110.0,3,3,2,0,1,0,0,1,3897.0
0,1,0,0,0,145.0,3,4,0,2,1,0,1,0,3319.0
1,0,0,0,0,88.0,2,4,2,8,1,0,0,1,3549.0
1,0,0,0,0,49.0,2,1,1,11,1,0,0,1,2379.0
1,0,0,0,0,26.0,1,1,0,4,1,0,1,0,4175.0
1,0,0,0,0,36.0,1,1,0,6,1,0,0,1,1981.0
1,0,0,0,0,150.0,3,2,5,0,1,0,0,1,2392.0
1,0,0,0,0,77.0,1,1,1,8,0,1,0,1,5773.0
0,0,0,1,0,60.0,1,1,2,0,1,0,0,1,1685.0
0,0,1,0,0,58.0,2,2,1,1,1,0,0,1,2072.0
1,0,0,0,0,145.0,4,4,3,14,1,0,0,1,6805.0
1,0,0,0,0,408.0,4,6,3,20,1,0,0,1,19660.0
1,0,0,0,0,50.0,1,1,0,0,1,0,0,1,831.0
1,0,0,0,0,85.0,3,2,2,12,1,0,0,1,4358.0
0,0,0,0,1,210.0,3,3,3,1,1,0,0,1,4898.0
0,0,0,0,1,100.0,3,1,2,3,1,0,0,1,1941.0
0,1,0,0,0,68.0,2,1,1,6,0,1,1,0,2486.0
0,0,0,1,0,42.0,1,1,1,16,0,1,0,1,2573.0
0,0,0,1,0,87.0,3,1,0,15,1,0,0,1,2147.0
1,0,0,0,0,40.0,1,1,0,1,1,0,0,1,1287.0
1,0,0,0,0,50.0,2,1,1,4,1,0,0,1,2547.0
0,1,0,0,0,85.0,2,2,0,7,1,0,1,0,3330.0
0,1,0,0,0,55.0,1,1,1,3,1,0,1,0,2598.0
1,0,0,0,0,127.0,2,2,2,5,1,0,0,1,7481.0
1,0,0,0,0,172.0,3,5,3,0,1,0,0,1,6495.0
0,1,0,0,0,75.0,2,1,2,2,1,0,0,1,1653.0
1,0,0,0,0,50.0,1,1,1,6,0,1,0,1,3662.0
0,0,0,1,0,120.0,4,2,5,0,1,0,0,1,4264.0
1,0,0,0,0,95.0,3,2,2,15,1,0,0,1,4422.0
0,0,0,0,1,300.0,5,3,6,0,1,0,0,1,5620.0
0,0,1,0,0,44.0,1,1,0,1,1,0,1,0,1981.0
0,1,0,0,0,563.0,3,6,4,12,1,0,0,1,21670.0
0,0,1,0,0,65.0,2,2,0,2,0,1,0,1,1956.0
0,0,1,0,0,170.0,2,2,1,9,1,0,0,1,3942.0
0,0,0,0,1,22.0,1,1,1,1,0,1,1,0,1520.0
0,0,0,0,1,410.0,4,4,4,0,1,0,1,0,5447.0
0,0,1,0,0,60.0,2,1,1,2,1,0,0,1,2021.0
1,0,0,0,0,47.0,1,1,0,7,1,0,0,1,3803.0
0,0,0,0,1,157.0,4,3,3,3,1,0,1,0,10950.0
1,0,0,0,0,280.0,3,4,2,0,1,0,0,1,7690.0
0,0,1,0,0,68.0,3,2,1,14,1,0,0,1,1976.0
0,0,0,1,0,56.0,1,1,0,3,0,1,0,1,1014.0
1,0,0,0,0,140.0,2,4,1,11,1,0,0,1,11510.0
0,0,0,1,0,50.0,2,1,0,2,0,1,0,1,1282.0
0,0,0,1,0,40.0,2,1,1,3,1,0,0,1,1606.0
1,0,0,0,0,260.0,3,4,4,4,1,0,1,0,17150.0
1,0,0,0,0,700.0,6,8,8,0,1,0,1,0,15230.0
1,0,0,0,0,130.0,2,1,0,0,1,0,1,0,2221.0
1,0,0,0,0,215.0,3,2,0,4,0,1,0,1,5334.0
0,0,1,0,0,300.0,4,3,2,1,1,0,0,1,7854.0
1,0,0,0,0,250.0,4,5,4,1,1,0,0,1,18020.0
0,0,1,0,0,80.0,2,2,1,7,1,0,1,0,6893.0
0,1,0,0,0,54.0,2,1,0,13,1,0,1,0,1719.0
0,0,0,1,0,57.0,1,2,1,12,0,1,0,1,1319.0
1,0,0,0,0,130.0,3,2,1,9,0,1,0,1,6058.0
1,0,0,0,0,48.0,1,1,2,15,0,1,1,0,9408.0
0,1,0,0,0,318.0,4,3,0,0,1,0,0,1,19720.0
1,0,0,0,0,77.0,1,2,1,29,1,0,1,0,8798.0
1,0,0,0,0,42.0,1,1,1,14,1,0,1,0,4129.0
0,0,1,0,0,74.0,3,1,0,0,1,0,0,1,1665.0
1,0,0,0,0,452.0,4,6,4,13,1,0,0,1,15640.0
0,1,0,0,0,41.0,1,2,1,6,1,0,0,1,2903.0
1,0,0,0,0,90.0,2,2,2,1,1,0,0,1,3417.0
0,0,1,0,0,145.0,1,3,1,5,0,1,1,0,9841.0
1,0,0,0,0,70.0,1,2,0,2,1,0,0,1,2622.0
1,0,0,0,0,180.0,3,4,5,0,1,0,0,1,3616.0
1,0,0,0,0,68.0,2,1,0,12,1,0,0,1,1837.0
1,0,0,0,0,300.0,4,4,3,0,1,0,0,1,10920.0
1,0,0,0,0,270.0,3,3,1,0,1,0,1,0,6621.0
1,0,0,0,0,63.0,1,1,1,3,1,0,0,1,957.0
1,0,0,0,0,140.0,2,3,1,3,1,0,1,0,6620.0
1,0,0,0,0,220.0,5,4,3,0,0,1,0,1,8546.0
1,0,0,0,0,90.0,3,2,2,5,1,0,0,1,4365.0
1,0,0,0,0,62.0,2,2,1,2,0,1,1,0,4103.0
1,0,0,0,0,55.0,1,1,0,1,0,1,0,1,920.0
0,0,0,0,1,170.0,3,2,3,0,1,0,0,1,4246.0
0,0,0,0,1,75.0,3,2,1,1,1,0,0,1,1495.0
1,0,0,0,0,150.0,3,4,3,10,1,0,0,1,4597.0
0,1,0,0,0,270.0,4,4,2,0,1,0,0,1,7325.0
0,1,0,0,0,55.0,2,1,0,1,0,1,0,1,1734.0
0,0,1,0,0,38.0,1,1,0,4,0,1,0,1,1521.0
0,1,0,0,0,87.0,2,2,1,2,1,0,0,1,2696.0
0,0,0,0,1,26.0,1,1,1,1,1,0,0,1,887.0
0,0,0,0,1,384.0,5,4,6,0,0,1,0,1,5517.0
0,0,0,0,1,62.0,2,1,1,2,1,0,0,1,1248.0
1,0,0,0,0,70.0,2,1,1,6,1,0,0,1,2723.0
0,1,0,0,0,48.0,1,1,1,8,1,0,1,0,2887.0
1,0,0,0,0,396.0,4,4,4,0,1,0,0,1,10900.0
0,0,1,0,0,480.0,3,4,1,3,1,0,0,1,13490.0
0,0,0,0,1,230.0,4,4,3,3,1,0,0,1,8515.0
0,0,1,0,0,60.0,1,1,0,5,1,0,0,1,2973.0
0,0,1,0,0,80.0,2,2,2,2,1,0,0,1,3433.0
0,0,1,0,0,150.0,4,3,3,5,1,0,0,1,9731.0
0,0,0,0,1,85.0,3,1,0,2,0,1,0,1,1415.0
1,0,0,0,0,25.0,1,1,0,14,1,0,0,1,2592.0
0,1,0,0,0,105.0,3,3,0,3,1,0,0,1,3108.0
1,0,0,0,0,144.0,4,2,2,6,1,0,0,1,7348.0
1,0,0,0,0,100.0,1,1,0,0,1,0,0,1,1637.0
0,0,0,0,1,649.0,5,5,6,0,1,0,1,0,16310.0
0,1,0,0,0,55.0,2,1,1,2,1,0,0,1,1193.0
0,1,0,0,0,68.0,2,2,1,2,1,0,0,1,2309.0
1,0,0,0,0,265.0,3,3,0,0,1,0,0,1,9103.0
1,0,0,0,0,96.0,2,1,0,9,1,0,1,0,5386.0
0,0,0,0,1,241.0,5,4,3,0,1,0,0,1,5596.0
0,0,1,0,0,65.0,2,1,1,8,1,0,0,1,1610.0
0,0,0,1,0,71.0,2,1,1,3,1,0,0,1,1929.0
1,0,0,0,0,90.0,1,1,0,1,0,1,0,1,1937.0
1,0,0,0,0,90.0,3,2,0,9,1,0,0,1,3111.0
